url,status_code,final_url,response_time_ms,indexable (yes/no),canonical,title,title_len,meta_description,meta_description_len,h1,h1_count,h2_count,h3_count,headings_outline,intro_text,keyword_primary,keyword_in_title (yes/no),keyword_in_h1 (yes/no),keyword_in_intro (yes/no),keyword_density_primary_pct,keyword_counts_json,internal_links_out_count,internal_links_unique_out_count,internal_links_in_count,broken_internal_links_out,word_count,schema_types,og_title_present,og_description_present,og_url_present,notes
https://serenelandscapes.ca/portfolio,200,https://serenelandscapes.ca/portfolio,188,yes,https://serenelandscapes.ca/portfolio,Landscaping Portfolio Edmonton | Serene Landscaping,51,"View landscaping projects across Edmonton, St. Albert, and Sherwood Park. Patios, grading, sod, and hardscaping. See results today and call 587-566-9879.",153,"Completed Landscaping Projects in Edmonton, St. Albert, Spruce Grove & Sherwood Park",1,2,1,H1|H2|H2|H3,portfolio landscaping projects across edmonton st albert and sherwood park patios grading sod and hardscaping call 587 566 9879 get a free quote home portfolio our work completed landscaping projects in edmonton st albert spruce grove sherwood park browse our portfolio of completed landscape design retaining walls artificial grass fence installation and lawn maintenance projects throughout edmonton st albert spruce grove and sherwood park from residential front yard projects to commercial property installations every project showcases quality workmanship and attention to detail these projects represent over 8 years of experience working with edmonton's climate and seasonal challenges whether you're planning a similar project or just looking for inspiration our portfolio demonstrates what's possible for your property book free estimate our portfolio featured projects all hardscaping landscape design commercial sod installation multi family lawn refresh turf artificial grass hardscaping circular paver patio hardscaping garden wall landscape design front yard refresh commercial property install hardscaping patio installation hardscaping garden wall hardscaping firepit wall hardscaping edging river rock hardscaping retaining wall landscape design front yard redesign turf artificial grass landscape design front yard renovation landscape design sod installation landscape design mulch shrubs commercial building install commercial lawn maintenance commercial large property mowing commercial,landscaping edmonton,no,no,no,0.0,"{""landscaping edmonton"": 0, ""landscape design edmonton"": 0, ""sod installation edmonton"": 0, ""final grading edmonton"": 0, ""commercial landscaping Edmonton"": 0, ""final grading st albert"": 0, ""landscaping st albert"": 0, ""landscaping Sherwood park"": 0, ""landscape design st albert"": 0, ""paving stones edmonton"": 0, ""paving contractor st. albert"": 0}",69,35,21,[],241,"[""WebPage""]",yes,yes,yes,redirect_chain:https://serenelandscapes.ca/portfolio -> https://serenelandscapes.ca/portfolio; keyword_missing_in_intro
https://serenelandscapes.ca/residential-landscaping,200,https://serenelandscapes.ca/residential-landscaping,168,yes,https://serenelandscapes.ca/residential-landscaping,Residential Landscaping Edmonton | Serene Landscaping,53,"Residential landscaping in Edmonton, St. Albert, and Sherwood Park. Final grading, sod, patios, and maintenance. Book a quote today. Call 587-566-9879.",151,Residential Landscaping in Edmonton,1,9,5,H1|H2|H2|H2|H2|H3|H3|H3|H3|H2|H2|H2|H2|H2|H3,residential landscaping services final grading sod patios and maintenance for homeowners in edmonton and area call 587 566 9879 get a free quote home residential landscaping residential landscaping in edmonton serene landscaping provides complete residential landscaping services for homeowners in edmonton st albert spruce grove sherwood park and stony plain from custom landscape design to ongoing lawn maintenance we handle everything your property needs to look great year round we work with homeowners who want quality workmanship fair pricing and reliable service whether you're planning a complete backyard project need weekly lawn care or want to add a patio for outdoor entertaining we bring over 8 years of experience to every residential project what residential landscaping services do we offer custom landscape design installation sod installation lawn replacement patios walkways retaining walls final grading drainage weekly bi weekly lawn maintenance fence installation repairs artificial grass installation residential snow removal n why do edmonton homeowners choose serene landscaping we're a family owned business that treats every property like our own here's what sets us apart from other residential landscaping companies in edmonton quality materials workmanship we use professional grade materials and proven installation techniques your patio sod or plantings are built,landscaping edmonton,yes,no,no,0.0,"{""landscaping edmonton"": 0, ""landscape design edmonton"": 0, ""sod installation edmonton"": 0, ""final grading edmonton"": 0, ""commercial landscaping Edmonton"": 0, ""final grading st albert"": 0, ""landscaping st albert"": 0, ""landscaping Sherwood park"": 0, ""landscape design st albert"": 0, ""paving stones edmonton"": 0, ""paving contractor st. albert"": 0}",59,21,21,[],1009,"[""Answer"", ""City"", ""FAQPage"", ""LandscapingBusiness"", ""Question"", ""Service""]",yes,yes,yes,redirect_chain:https://serenelandscapes.ca/residential-landscaping -> https://serenelandscapes.ca/residential-landscaping; keyword_missing_in_intro
https://serenelandscapes.ca/services/artificial-grass,200,https://serenelandscapes.ca/services/artificial-grass,180,yes,https://serenelandscapes.ca/services/artificial-grass,Artificial Grass Edmonton & Area | Serene Landscaping,53,"Artificial grass installation in Edmonton, St. Albert, and Sherwood Park. Clean seams, solid base, low upkeep, tidy edges. Free quotes today. Call 587-566-9879.",160,Artificial Grass in Edmonton,1,11,5,H1|H2|H2|H2|H2|H2|H2|H2|H2|H2|H3|H3|H3|H3|H2|H2|H3,artificial grass synthetic turf clean seams solid base and low upkeep professional installation in edmonton and area call 587 566 9879 get a free quote home services artificial grass artificial grass in edmonton enjoy a green clean lawn with professional artificial grass installation across edmonton st albert spruce grove and sherwood park synthetic turf is a low maintenance solution for busy households pet areas and outdoor spaces that need to look great year round we handle site preparation base work and drainage so your turf looks natural and performs properly with more than eight years of local experience we install artificial grass that stays level drains efficiently and remains comfortable underfoot artificial grass works well in backyards side yards play areas and problem spots where natural grass struggles it reduces watering and mowing while keeping your yard clean and usable in every season artificial turf applications residential backyards and side yards pet runs and dog areas play areas and high use zones low maintenance front yards balconies and small urban spaces putting greens and specialty areas proper base prep and drainage a solid base is the difference between turf that lasts and turf that fails early we excavate 3 4,landscaping edmonton,no,no,no,0.0,"{""landscaping edmonton"": 0, ""landscape design edmonton"": 0, ""sod installation edmonton"": 0, ""final grading edmonton"": 0, ""commercial landscaping Edmonton"": 0, ""final grading st albert"": 0, ""landscaping st albert"": 0, ""landscaping Sherwood park"": 0, ""landscape design st albert"": 0, ""paving stones edmonton"": 0, ""paving contractor st. albert"": 0}",48,20,12,[],849,"[""Answer"", ""City"", ""FAQPage"", ""LandscapingBusiness"", ""Question"", ""Service""]",yes,yes,yes,redirect_chain:https://serenelandscapes.ca/services/artificial-grass -> https://serenelandscapes.ca/services/artificial-grass; keyword_missing_in_intro
https://serenelandscapes.ca/services/fences,200,https://serenelandscapes.ca/services/fences,186,yes,https://serenelandscapes.ca/services/fences,Fence Installation Edmonton & Area | Serene Landscaping,55,"Fence installation in Edmonton, St. Albert, and Sherwood Park. Cedar and pressure-treated fences built straight and strong. Free quotes. Call 587-566-9879.",155,Fence Installation in Edmonton,1,9,5,H1|H2|H2|H2|H2|H2|H2|H2|H3|H3|H3|H3|H2|H2|H3,fence installation repair cedar and pressure treated fences built straight and strong in edmonton and area call 587 566 9879 get a free quote home services fences fence installation in edmonton improve privacy security and curb appeal with professional fence installation across edmonton st albert spruce grove and sherwood park we build fences that stay straight secure and stable through edmonton's cold weather our crew handles layout post setting and clean finishing from start to finish fence posts are set three feet deep in concrete anything shallower is likely to shift or lean over time we string reference lines and use laser levels so panels stay straight and gates operate smoothly we install new fences gates and repairs for both residential and commercial properties whether you need a privacy fence a side yard boundary or an upgrade to existing panels we keep the work organized and the results consistent fence options and services cedar privacy fences vinyl fence installation pressure treated fence builds gate installation and repairs fence repairs and panel replacement cost and timing for fence installation in edmonton fence cost depends on length height material and whether we are replacing old fence or building new cedar costs more,landscaping edmonton,no,no,no,0.0,"{""landscaping edmonton"": 0, ""landscape design edmonton"": 0, ""sod installation edmonton"": 0, ""final grading edmonton"": 0, ""commercial landscaping Edmonton"": 0, ""final grading st albert"": 0, ""landscaping st albert"": 0, ""landscaping Sherwood park"": 0, ""landscape design st albert"": 0, ""paving stones edmonton"": 0, ""paving contractor st. albert"": 0}",48,19,10,[],692,"[""Answer"", ""City"", ""FAQPage"", ""LandscapingBusiness"", ""Question"", ""Service""]",yes,yes,yes,redirect_chain:https://serenelandscapes.ca/services/fences -> https://serenelandscapes.ca/services/fences; keyword_missing_in_intro
https://serenelandscapes.ca/services/final-grading,200,https://serenelandscapes.ca/services/final-grading,171,yes,https://serenelandscapes.ca/services/final-grading,Final Grading Edmonton & Area | Serene Landscaping,50,"Professional final grading in Edmonton, St. Albert, and Sherwood Park. Proper slope, smooth topsoil, ready for sod. Free quotes today. Call 587-566-9879.",153,Final Grading in Edmonton,1,10,5,H1|H2|H2|H2|H2|H2|H2|H2|H2|H3|H3|H3|H3|H2|H2|H3,final grade and city approved topsoil installation serving edmonton with city ready final grade and topsoil installation for drainage compliance lot stability and clean sod prep call 587 566 9879 get a free quote home services final grading final grading in edmonton final grading shapes your yard so water drains away from the foundation and the lot is ready for landscaping serene landscaping in edmonton provides final grading for new construction drainage correction and full yard preparation across neighborhoods secord mcconachie heritage valley windermere and riverbend the city of edmonton s lot grading plan and drainage bylaw 18093 set the rules for final grading and inspections we shape topsoil to approved elevations preserve swales and build a 2 slope away from the foundation final grade approval includes an as built lot grading certificate city inspection and a pass or fail result if deficiencies are found corrections are required and a re inspection must be booked inspections are completed within 10 business days final grading is completed before sod installation or a full landscape design build final grading services we offer final grade preparation for new builds topsoil placement and leveling slope correction and drainage improvement lot re shaping swale preservation,landscaping edmonton,no,no,no,0.0,"{""landscaping edmonton"": 0, ""landscape design edmonton"": 0, ""sod installation edmonton"": 0, ""final grading edmonton"": 0, ""commercial landscaping Edmonton"": 0, ""final grading st albert"": 0, ""landscaping st albert"": 0, ""landscaping Sherwood park"": 0, ""landscape design st albert"": 0, ""paving stones edmonton"": 0, ""paving contractor st. albert"": 0}",53,19,21,[],1100,"[""Answer"", ""City"", ""FAQPage"", ""LandscapingBusiness"", ""Question"", ""Service""]",yes,yes,yes,redirect_chain:https://serenelandscapes.ca/services/final-grading -> https://serenelandscapes.ca/services/final-grading; keyword_missing_in_intro
https://serenelandscapes.ca/services/landscape-design,200,https://serenelandscapes.ca/services/landscape-design,173,yes,https://serenelandscapes.ca/services/landscape-design,Landscape Design Edmonton & Area | Serene Landscaping,53,"Landscape design in Edmonton, St. Albert, and Sherwood Park. Plans, materials, and layouts with site notes. Book a consult today and call 587-566-9879.",151,Landscape Design in Edmonton,1,9,5,H1|H2|H2|H2|H2|H2|H2|H2|H3|H3|H3|H3|H2|H2|H3,landscape design construction design build planning and installation for edmonton and area call 587 566 9879 get a free quote home services landscape design landscape design in edmonton serene landscaping provides professional landscape design and construction across edmonton st albert spruce grove and sherwood park we've done full backyard builds in windermere front yard refreshes in st albert and everything in between each project starts with a site walk and ends with a clear materials list and scope from patios and walkways to planting grading and sod our team handles the full design build process we spec unilock and belgard pavers source local sod from alberta farms and grade every yard to drain away from the house we've completed 200 landscape projects across the region we know which plants survive here how deep to set a patio base and where water pools if grades aren't right landscape design services we offer patios walkways and outdoor living areas planting plans and garden beds retaining walls and hardscape features final grading and drainage planning sod installation and turf prep lighting borders and finishing details cost and timing for landscape design in edmonton design work is often bundled with the build we do,landscaping edmonton,no,no,no,0.0,"{""landscaping edmonton"": 0, ""landscape design edmonton"": 0, ""sod installation edmonton"": 0, ""final grading edmonton"": 0, ""commercial landscaping Edmonton"": 0, ""final grading st albert"": 0, ""landscaping st albert"": 0, ""landscaping Sherwood park"": 0, ""landscape design st albert"": 0, ""paving stones edmonton"": 0, ""paving contractor st. albert"": 0}",48,19,21,[],732,"[""Answer"", ""City"", ""FAQPage"", ""LandscapingBusiness"", ""Question"", ""Service""]",yes,yes,yes,redirect_chain:https://serenelandscapes.ca/services/landscape-design -> https://serenelandscapes.ca/services/landscape-design; keyword_missing_in_intro
https://serenelandscapes.ca/services/lawn-maintenance,200,https://serenelandscapes.ca/services/lawn-maintenance,179,yes,https://serenelandscapes.ca/services/lawn-maintenance,Lawn Maintenance Edmonton & Area | Serene Landscaping,53,"Lawn maintenance in Edmonton, St. Albert, and Sherwood Park. Mowing, edging, cleanups, and bed care. Schedule weekly service today and call 587-566-9879.",153,Lawn Maintenance in Edmonton,1,9,1,H1|H2|H2|H2|H2|H2|H2|H2|H2|H2|H3,lawn maintenance services mowing edging cleanups and bed care schedule weekly service in edmonton and area call 587 566 9879 get a free quote home services lawn maintenance lawn maintenance in edmonton keep your property looking sharp and well cared for with professional lawn maintenance across edmonton st albert spruce grove and sherwood park we provide reliable weekly and bi weekly mowing trimming edging and seasonal cleanups for both residential and commercial properties a consistent schedule keeps lawn healthy and thick through the growing season our crew focuses on clean edges tidy lines and full cleanup after every visit so your lawn always looks cared maintained we serve homeowners property managers and commercial sites throughout greater edmonton with over 8 years of local experience we know how to time mowing and cleanups for edmonton's changing conditions lawn care services we offer weekly or bi weekly lawn mowing trimming and edging around beds fences and walkways spring and fall cleanups weed control and basic yard tidying core aeration and overseeding seasonal commercial lawn maintenance programs what makes a good lawn maintenance program consistency is everything a regular schedule prevents overgrowth and reduces stress on the turf we mow at 3 3,landscaping edmonton,no,no,no,0.0,"{""landscaping edmonton"": 0, ""landscape design edmonton"": 0, ""sod installation edmonton"": 0, ""final grading edmonton"": 0, ""commercial landscaping Edmonton"": 0, ""final grading st albert"": 0, ""landscaping st albert"": 0, ""landscaping Sherwood park"": 0, ""landscape design st albert"": 0, ""paving stones edmonton"": 0, ""paving contractor st. albert"": 0}",52,21,10,[],874,"[""Answer"", ""City"", ""FAQPage"", ""LandscapingBusiness"", ""Question"", ""Service""]",yes,yes,yes,redirect_chain:https://serenelandscapes.ca/services/lawn-maintenance -> https://serenelandscapes.ca/services/lawn-maintenance; keyword_missing_in_intro
https://serenelandscapes.ca/services/paving-stones,200,https://serenelandscapes.ca/services/paving-stones,189,yes,https://serenelandscapes.ca/services/paving-stones,Paving Stones Edmonton & Area | Serene Landscaping,50,"Paving stones in Edmonton, St. Albert, and Sherwood Park. Interlocking paver patios, driveways, walkways, and edges. Free quotes today and call 587-566-9879.",157,Paving Stones in Edmonton,1,14,5,H1|H2|H2|H2|H2|H2|H2|H2|H2|H2|H2|H2|H2|H3|H3|H3|H3|H2|H2|H3,paving stones in edmonton interlocking paver patios driveways and walkways with clean durable finishes call 587 566 9879 get a free quote home services paving stones paving stones in edmonton we install paving stones in edmonton for patios walkways and driveways our crew builds solid bases keeps slopes consistent and finishes edges clean so pavers stay level and tight if you want a surface that looks sharp and handles daily traffic interlocking pavers are a strong choice paving stone projects for homes we build front entry walkways side yard paths patio extensions and full backyard patios many projects include steps border courses and lighting sleeves so future upgrades are easy popular paver patterns include running bond herringbone and three piece random layouts base prep and installation long term performance comes from the base we excavate 8 10 install 6 8 of 20mm road crush or limestone screening and compact in 2 lifts pavers sit on 1 of bedding sand get cut tight to edges and are locked in with polymeric sand and edge restraints staked every 12 paver styles and layouts pavers come in a wide range of sizes textures and colors so you can match your home and landscape,landscaping edmonton,no,no,no,0.0,"{""landscaping edmonton"": 0, ""landscape design edmonton"": 0, ""sod installation edmonton"": 0, ""final grading edmonton"": 0, ""commercial landscaping Edmonton"": 0, ""final grading st albert"": 0, ""landscaping st albert"": 0, ""landscaping Sherwood park"": 0, ""landscape design st albert"": 0, ""paving stones edmonton"": 0, ""paving contractor st. albert"": 0}",49,18,21,[],1055,"[""City"", ""LandscapingBusiness"", ""Service""]",yes,yes,yes,redirect_chain:https://serenelandscapes.ca/services/paving-stones -> https://serenelandscapes.ca/services/paving-stones; keyword_missing_in_intro
https://serenelandscapes.ca/services/retaining-walls,200,https://serenelandscapes.ca/services/retaining-walls,187,yes,https://serenelandscapes.ca/services/retaining-walls,Retaining Walls Edmonton & Area | Serene Landscaping,52,"Engineered retaining walls for grade changes, slope stabilization, and garden beds in Edmonton, St. Albert, Sherwood Park. Free quotes. Call 587-566-9879.",154,Retaining Walls in Edmonton,1,11,5,H1|H2|H2|H2|H2|H2|H2|H2|H2|H2|H3|H3|H3|H3|H2|H2|H3,retaining walls in edmonton engineered retaining walls for grade changes slope stabilization and functional garden beds call 587 566 9879 get a free quote home services retaining walls retaining walls in edmonton a retaining wall needs to hold grade manage water pressure and stay structurally sound through freeze thaw cycles that doesn't happen with stacked blocks and backfill it requires proper base preparation drainage systems and correctly installed materials at serene landscaping we build retaining walls for grade changes slope stabilization and tiered garden beds across edmonton and nearby communities we focus on structure first because appearance means nothing if the wall shifts or fails whether your project manages drainage on a sloped yard or creates level space for a patio we engineer the foundation so your wall performs correctly and lasts get started retaining walls for slope stabilization and usable space most projects address grade changes between properties create level areas for patios or lawns or replace failing walls from previous installations we also build tiered garden beds and raised planting areas we walk the property with you to review slope drainage soil conditions and wall height requirements before construction that planning step determines materials permits and timelines our,landscaping edmonton,no,no,no,0.0,"{""landscaping edmonton"": 0, ""landscape design edmonton"": 0, ""sod installation edmonton"": 0, ""final grading edmonton"": 0, ""commercial landscaping Edmonton"": 0, ""final grading st albert"": 0, ""landscaping st albert"": 0, ""landscaping Sherwood park"": 0, ""landscape design st albert"": 0, ""paving stones edmonton"": 0, ""paving contractor st. albert"": 0}",50,18,21,[],1176,"[""Answer"", ""City"", ""FAQPage"", ""LandscapingBusiness"", ""Question"", ""Service""]",yes,yes,yes,redirect_chain:https://serenelandscapes.ca/services/retaining-walls -> https://serenelandscapes.ca/services/retaining-walls; keyword_missing_in_intro
https://serenelandscapes.ca/services/snow-removal,200,https://serenelandscapes.ca/services/snow-removal,188,yes,https://serenelandscapes.ca/services/snow-removal,Residential Snow Removal Edmonton | Serene Landscaping,54,"Residential snow removal in Edmonton, St. Albert, and Sherwood Park. Driveways, walks, and entry clearing. Seasonal plans and on-time crews. Call 587-566-9879.",159,Snow Removal in Edmonton & Area,1,10,1,H1|H2|H2|H2|H2|H2|H2|H2|H2|H2|H2|H3,residential commercial snow removal driveways walkways and lots cleared on time seasonal plans and on call service call 587 566 9879 get a free quote home services snow removal snow removal in edmonton area keep driveways walkways and entrances clear all winter with dependable snow removal across edmonton st albert spruce grove and sherwood park we provide residential and commercial snow clearing so your property stays safe accessible and compliant after every snowfall winter conditions create real risks slippery walkways blocked driveways and heavy snow buildup can quickly become safety issues our role is to take that stress off your plate so you don t have to worry about when or how snow will be cleared with more than eight years of local experience we understand edmonton winters and how to manage snow and ice reliably as conditions change snow removal services we offer driveway shoveling and clearing walkway and entrance shoveling ice control and de icing commercial parking lot clearing priority and seasonal service plans reliable coverage all winter we track forecasts and start routes once accumulation hits 1cm for residential or 5cm for commercial snow removal parking lots get plowed to the edge walkways get shoveled clean and,landscaping edmonton,no,no,no,0.0,"{""landscaping edmonton"": 0, ""landscape design edmonton"": 0, ""sod installation edmonton"": 0, ""final grading edmonton"": 0, ""commercial landscaping Edmonton"": 0, ""final grading st albert"": 0, ""landscaping st albert"": 0, ""landscaping Sherwood park"": 0, ""landscape design st albert"": 0, ""paving stones edmonton"": 0, ""paving contractor st. albert"": 0}",54,20,6,[],969,"[""Answer"", ""City"", ""FAQPage"", ""LandscapingBusiness"", ""Question"", ""Service""]",yes,yes,yes,redirect_chain:https://serenelandscapes.ca/services/snow-removal -> https://serenelandscapes.ca/services/snow-removal; keyword_missing_in_intro
https://serenelandscapes.ca/services/sod-installation,200,https://serenelandscapes.ca/services/sod-installation,171,yes,https://serenelandscapes.ca/services/sod-installation,Sod Installation Edmonton & Area | Serene Landscaping,53,"Professional sod installation in Edmonton, St. Albert, and Sherwood Park. Base prep, seams, fast rooting, even finish. Free quotes today. Call 587-566-9879.",156,Sod Installation in Edmonton,1,12,5,H1|H2|H2|H2|H2|H2|H2|H2|H2|H2|H2|H3|H3|H3|H3|H2|H2|H3,sod installation in edmonton fresh sod installed with proper prep and healthy rooting for new lawns and full turf replacements call 587 566 9879 get a free quote home services sod installation sod installation in edmonton installing new sod should result in a strong even lawn that performs well over time that only happens when the base is prepared properly without the right soil depth grading and drainage even high quality sod can struggle to establish at serene landscaping we install fresh sod for new lawns and full turf replacements across edmonton and nearby communities we focus on preparation first because that foundation determines how well your lawn takes root whether your project follows final grading on a new build or replaces worn out grass we build a proper soil base so roots establish quickly and grow consistently get started fresh sod for new builds and lawn replacements many projects follow final grading but we also replace existing lawns correct uneven yards and rebuild lawns that never properly took we walk the property with you to review drainage access and preparation needs before installation that planning step helps keep the process smooth and avoids unexpected issues our sod installation process,landscaping edmonton,no,no,no,0.0,"{""landscaping edmonton"": 0, ""landscape design edmonton"": 0, ""sod installation edmonton"": 0, ""final grading edmonton"": 0, ""commercial landscaping Edmonton"": 0, ""final grading st albert"": 0, ""landscaping st albert"": 0, ""landscaping Sherwood park"": 0, ""landscape design st albert"": 0, ""paving stones edmonton"": 0, ""paving contractor st. albert"": 0}",53,20,21,[],1031,"[""Answer"", ""City"", ""FAQPage"", ""LandscapingBusiness"", ""Question"", ""Service""]",yes,yes,yes,redirect_chain:https://serenelandscapes.ca/services/sod-installation -> https://serenelandscapes.ca/services/sod-installation; keyword_missing_in_intro
